code,year,wpei,S,MAC
CIV,2016,0.684,-0.31599999999999995,29.031
CIV,2017,0.658,-0.34199999999999997,29.058
CIV,2018,0.646,-0.354,29.059
CIV,2019,0.646,-0.354,29.07
CIV,2020,0.62,-0.38,29.084
CIV,2021,0.659,-0.34099999999999997,29.095
CIV,2022,0.704,-0.29600000000000004,29.067
CIV,2023,0.699,-0.30100000000000005,29.028
HRV,1950,0.458,-0.542,28.385
HRV,1951,0.458,-0.542,28.121
HRV,1952,0.478,-0.522,28.001
HRV,1953,0.497,-0.503,27.833
HRV,1954,0.503,-0.497,27.564
HRV,1955,0.509,-0.491,27.427
HRV,1956,0.509,-0.491,27.316
HRV,1957,0.509,-0.491,27.201
HRV,1958,0.516,-0.484,27.117
HRV,1959,0.516,-0.484,27.008
HRV,1960,0.516,-0.484,26.863
HRV,1961,0.516,-0.484,26.73
HRV,1962,0.516,-0.484,26.585
HRV,1963,0.595,-0.405,26.539
HRV,1964,0.595,-0.405,26.463
HRV,1965,0.581,-0.41900000000000004,26.298
HRV,1966,0.581,-0.41900000000000004,26.156
HRV,1967,0.554,-0.44599999999999995,26.114
HRV,1968,0.565,-0.43500000000000005,26.009
HRV,1969,0.591,-0.40900000000000003,25.974
HRV,1970,0.591,-0.40900000000000003,25.936
HRV,1971,0.591,-0.40900000000000003,25.802
HRV,1972,0.591,-0.40900000000000003,25.793
HRV,1973,0.591,-0.40900000000000003,25.79
HRV,1974,0.625,-0.375,25.789
HRV,1975,0.625,-0.375,25.731
HRV,1976,0.625,-0.375,25.713
HRV,1977,0.625,-0.375,25.671
HRV,1978,0.63,-0.37,25.609
HRV,1979,0.63,-0.37,25.538
HRV,1980,0.63,-0.37,25.52
HRV,1981,0.642,-0.358,25.55
HRV,1982,0.667,-0.33299999999999996,25.566
HRV,1983,0.667,-0.33299999999999996,25.6
HRV,1984,0.667,-0.33299999999999996,25.599
HRV,1985,0.667,-0.33299999999999996,25.656
HRV,1986,0.653,-0.347,25.671
HRV,1987,0.652,-0.348,25.716
HRV,1988,0.66,-0.33999999999999997,25.748
HRV,1989,0.66,-0.33999999999999997,25.849
HRV,1990,0.702,-0.29800000000000004,26.053
HRV,1991,0.631,-0.369,26.232
HRV,1992,0.718,-0.28200000000000003,26.508
HRV,1993,0.717,-0.28300000000000003,26.801
HRV,1994,0.716,-0.28400000000000003,26.974
HRV,1995,0.729,-0.271,27.152
HRV,1996,0.741,-0.259,27.378
HRV,1997,0.769,-0.23099999999999998,27.593
HRV,1998,0.768,-0.23199999999999998,27.662
HRV,1999,0.779,-0.22099999999999997,27.732
HRV,2000,0.914,-0.08599999999999997,27.783
HRV,2001,0.914,-0.08599999999999997,27.801
HRV,2002,0.914,-0.08599999999999997,27.855
HRV,2003,0.912,-0.08799999999999997,27.968
HRV,2004,0.912,-0.08799999999999997,28.129
HRV,2005,0.912,-0.08799999999999997,28.307
HRV,2006,0.912,-0.08799999999999997,28.46
HRV,2007,0.914,-0.08599999999999997,28.607
HRV,2008,0.913,-0.08699999999999997,28.728
HRV,2009,0.918,-0.08199999999999996,28.914
HRV,2010,0.916,-0.08399999999999996,29.138
HRV,2011,0.918,-0.08199999999999996,29.293
HRV,2012,0.911,-0.08899999999999997,29.428
HRV,2013,0.905,-0.09499999999999997,29.617
HRV,2014,0.905,-0.09499999999999997,29.776
HRV,2015,0.886,-0.11399999999999999,29.891
HRV,2016,0.893,-0.10699999999999998,30.08
HRV,2017,0.89,-0.10999999999999999,30.245
HRV,2018,0.905,-0.09499999999999997,30.35
HRV,2019,0.889,-0.11099999999999999,30.463
HRV,2020,0.895,-0.10499999999999998,30.573
HRV,2021,0.916,-0.08399999999999996,30.632
HRV,2022,0.914,-0.08599999999999997,30.656
HRV,2023,0.914,-0.08599999999999997,30.66
CUB,1950,0.539,-0.46099999999999997,26.211
CUB,1951,0.539,-0.46099999999999997,26.176
CUB,1952,0.489,-0.511,26.141
CUB,1953,0.499,-0.501,26.131
CUB,1954,0.499,-0.501,26.12
CUB,1955,0.499,-0.501,26.107
CUB,1956,0.499,-0.501,26.094
CUB,1957,0.499,-0.501,26.056
CUB,1958,0.478,-0.522,26.066
CUB,1959,0.507,-0.493,26.102
CUB,1960,0.426,-0.5740000000000001,26.137
CUB,1961,0.426,-0.5740000000000001,26.2
CUB,1962,0.416,-0.5840000000000001,26.264
CUB,1963,0.416,-0.5840000000000001,26.33
CUB,1964,0.416,-0.5840000000000001,26.282
CUB,1965,0.401,-0.599,26.262
CUB,1966,0.401,-0.599,26.185
CUB,1967,0.401,-0.599,26.108
CUB,1968,0.395,-0.605,26.031
CUB,1969,0.414,-0.5860000000000001,25.953
CUB,1970,0.423,-0.577,25.85
CUB,1971,0.423,-0.577,25.748
CUB,1972,0.425,-0.575,25.626
CUB,1973,0.425,-0.575,25.513
CUB,1974,0.425,-0.575,25.395
CUB,1975,0.425,-0.575,25.273
CUB,1976,0.426,-0.5740000000000001,25.197
CUB,1977,0.558,-0.44199999999999995,25.133
CUB,1978,0.558,-0.44199999999999995,24.754
CUB,1979,0.598,-0.402,24.673
CUB,1980,0.616,-0.384,24.517
CUB,1981,0.617,-0.383,24.434
CUB,1982,0.617,-0.383,24.437
CUB,1983,0.617,-0.383,24.536
CUB,1984,0.617,-0.383,24.646
CUB,1985,0.617,-0.383,24.742
CUB,1986,0.635,-0.365,24.838
CUB,1987,0.635,-0.365,24.916
CUB,1988,0.635,-0.365,24.981
CUB,1989,0.635,-0.365,24.96
CUB,1990,0.634,-0.366,25.043
CUB,1991,0.634,-0.366,25.132
CUB,1992,0.634,-0.366,25.115
CUB,1993,0.615,-0.385,25.169
CUB,1994,0.615,-0.385,25.303
CUB,1995,0.615,-0.385,25.406
CUB,1996,0.615,-0.385,25.593
CUB,1997,0.622,-0.378,25.698
CUB,1998,0.632,-0.368,25.853
CUB,1999,0.632,-0.368,25.926
CUB,2000,0.632,-0.368,26.085
CUB,2001,0.647,-0.353,26.182
CUB,2002,0.647,-0.353,26.342
CUB,2003,0.657,-0.34299999999999997,26.415
CUB,2004,0.657,-0.34299999999999997,26.377
CUB,2005,0.658,-0.34199999999999997,26.325
CUB,2006,0.658,-0.34199999999999997,26.296
CUB,2007,0.658,-0.34199999999999997,26.283
CUB,2008,0.662,-0.33799999999999997,26.192
CUB,2009,0.663,-0.33699999999999997,26.166
CUB,2010,0.68,-0.31999999999999995,26.111
CUB,2011,0.68,-0.31999999999999995,26.089
CUB,2012,0.674,-0.32599999999999996,26.164
CUB,2013,0.682,-0.31799999999999995,26.221
CUB,2014,0.682,-0.31799999999999995,26.285
CUB,2015,0.68,-0.31999999999999995,26.293
CUB,2016,0.682,-0.31799999999999995,26.317
CUB,2017,0.684,-0.31599999999999995,26.303
CUB,2018,0.693,-0.30700000000000005,26.264
CUB,2019,0.736,-0.264,26.256
CUB,2020,0.708,-0.29200000000000004,26.25
CUB,2021,0.709,-0.29100000000000004,26.267
CUB,2022,0.71,-0.29000000000000004,26.264
CUB,2023,0.704,-0.29600000000000004,26.216
CYP,1950,0.202,-0.798,30.064
CYP,1951,0.202,-0.798,30.036
CYP,1952,0.202,-0.798,29.817
CYP,1953,0.202,-0.798,29.837
CYP,1954,0.202,-0.798,29.607
CYP,1955,0.195,-0.8049999999999999,29.425
CYP,1956,0.193,-0.8069999999999999,28.898
CYP,1957,0.191,-0.8089999999999999,28.681
CYP,1958,0.191,-0.8089999999999999,28.63
CYP,1959,0.2,-0.8,28.96
CYP,1960,0.363,-0.637,29.056
CYP,1961,0.406,-0.594,29.085
CYP,1962,0.403,-0.597,28.91
CYP,1963,0.421,-0.579,28.743
CYP,1964,0.421,-0.579,28.635
CYP,1965,0.425,-0.575,28.735
CYP,1966,0.425,-0.575,28.486
CYP,1967,0.425,-0.575,28.437
CYP,1968,0.425,-0.575,28.416
CYP,1969,0.425,-0.575,28.446
CYP,1970,0.478,-0.522,28.384
CYP,1971,0.478,-0.522,28.092
CYP,1972,0.478,-0.522,27.874
CYP,1973,0.482,-0.518,27.825
CYP,1974,0.471,-0.529,27.496
CYP,1975,0.533,-0.46699999999999997,27.264
CYP,1976,0.534,-0.46599999999999997,27.056
CYP,1977,0.534,-0.46599999999999997,27.216
CYP,1978,0.534,-0.46599999999999997,27.023
CYP,1979,0.551,-0.44899999999999995,26.821
CYP,1980,0.601,-0.399,26.717
CYP,1981,0.619,-0.381,26.828
CYP,1982,0.619,-0.381,26.721
CYP,1983,0.619,-0.381,26.728
CYP,1984,0.619,-0.381,26.736
CYP,1985,0.612,-0.388,26.907
CYP,1986,0.612,-0.388,26.931
CYP,1987,0.612,-0.388,26.888
CYP,1988,0.612,-0.388,27.07
CYP,1989,0.612,-0.388,27.248
CYP,1990,0.694,-0.30600000000000005,27.176
CYP,1991,0.722,-0.278,27.218
CYP,1992,0.722,-0.278,27.417
CYP,1993,0.713,-0.28700000000000003,27.639
CYP,1994,0.716,-0.28400000000000003,27.809
CYP,1995,0.716,-0.28400000000000003,28.012
CYP,1996,0.725,-0.275,28.122
CYP,1997,0.736,-0.264,28.285
CYP,1998,0.736,-0.264,28.349
CYP,1999,0.739,-0.261,28.587
CYP,2000,0.76,-0.24,28.701
CYP,2001,0.784,-0.21599999999999997,28.918
CYP,2002,0.784,-0.21599999999999997,29.097
CYP,2003,0.784,-0.21599999999999997,29.219
CYP,2004,0.819,-0.18100000000000005,29.261
CYP,2005,0.819,-0.18100000000000005,29.523
CYP,2006,0.814,-0.18600000000000005,29.773
CYP,2007,0.814,-0.18600000000000005,30.001
CYP,2008,0.819,-0.18100000000000005,30.087
CYP,2009,0.815,-0.18500000000000005,30.229
CYP,2010,0.829,-0.17100000000000004,30.391
CYP,2011,0.824,-0.17600000000000005,30.474
CYP,2012,0.818,-0.18200000000000005,30.6
CYP,2013,0.826,-0.17400000000000004,30.749
CYP,2014,0.834,-0.16600000000000004,30.917
CYP,2015,0.834,-0.16600000000000004,31.155
CYP,2016,0.854,-0.14600000000000002,31.283
CYP,2017,0.859,-0.14100000000000001,31.369
CYP,2018,0.851,-0.14900000000000002,31.51
CYP,2019,0.858,-0.14200000000000002,31.64
CYP,2020,0.856,-0.14400000000000002,31.656
CYP,2021,0.82,-0.18000000000000005,31.688
CYP,2022,0.824,-0.17600000000000005,31.694
CYP,2023,0.835,-0.16500000000000004,31.7
CZE,1950,0.458,-0.542,27.187
CZE,1951,0.458,-0.542,27.041
CZE,1952,0.458,-0.542,26.949
CZE,1953,0.458,-0.542,26.899
CZE,1954,0.468,-0.532,26.822
CZE,1955,0.472,-0.528,26.761
CZE,1956,0.483,-0.517,26.605
CZE,1957,0.483,-0.517,26.368
CZE,1958,0.483,-0.517,26.02
CZE,1959,0.483,-0.517,25.63
CZE,1960,0.538,-0.46199999999999997,25.544
CZE,1961,0.551,-0.44899999999999995,25.506
CZE,1962,0.56,-0.43999999999999995,25.412
CZE,1963,0.56,-0.43999999999999995,25.506
CZE,1964,0.557,-0.44299999999999995,25.597
CZE,1965,0.557,-0.44299999999999995,25.528
CZE,1966,0.557,-0.44299999999999995,25.317
CZE,1967,0.555,-0.44499999999999995,25.15
CZE,1968,0.571,-0.42900000000000005,25.065
CZE,1969,0.562,-0.43799999999999994,25.015
CZE,1970,0.553,-0.44699999999999995,24.995
CZE,1971,0.577,-0.42300000000000004,25.098
CZE,1972,0.577,-0.42300000000000004,25.133
CZE,1973,0.577,-0.42300000000000004,25.23
CZE,1974,0.577,-0.42300000000000004,25.212
CZE,1975,0.577,-0.42300000000000004,25.095
CZE,1976,0.588,-0.41200000000000003,25.038
CZE,1977,0.588,-0.41200000000000003,24.976
CZE,1978,0.588,-0.41200000000000003,24.95
CZE,1979,0.588,-0.41200000000000003,24.895
CZE,1980,0.588,-0.41200000000000003,24.742
CZE,1981,0.584,-0.41600000000000004,24.726
CZE,1982,0.584,-0.41600000000000004,24.652
CZE,1983,0.584,-0.41600000000000004,24.574
CZE,1984,0.584,-0.41600000000000004,24.538
CZE,1985,0.584,-0.41600000000000004,24.572
CZE,1986,0.588,-0.41200000000000003,24.638
CZE,1987,0.591,-0.40900000000000003,24.702
CZE,1988,0.591,-0.40900000000000003,24.772
CZE,1989,0.602,-0.398,24.814
CZE,1990,0.863,-0.137,24.814
CZE,1991,0.863,-0.137,24.779
CZE,1992,0.863,-0.137,24.854
CZE,1993,0.869,-0.131,25.037
CZE,1994,0.869,-0.131,25.364
CZE,1995,0.869,-0.131,25.728
CZE,1996,0.89,-0.10999999999999999,26.046
CZE,1997,0.89,-0.10999999999999999,26.313
CZE,1998,0.89,-0.10999999999999999,26.578
CZE,1999,0.89,-0.10999999999999999,26.845
CZE,2000,0.891,-0.10899999999999999,27.166
CZE,2001,0.891,-0.10899999999999999,27.511
CZE,2002,0.898,-0.10199999999999998,27.785
CZE,2003,0.898,-0.10199999999999998,28.049
CZE,2004,0.898,-0.10199999999999998,28.337
CZE,2005,0.898,-0.10199999999999998,28.624
CZE,2006,0.893,-0.10699999999999998,28.89
CZE,2007,0.892,-0.10799999999999998,29.119
CZE,2008,0.892,-0.10799999999999998,29.3
CZE,2009,0.892,-0.10799999999999998,29.415
CZE,2010,0.911,-0.08899999999999997,29.556
CZE,2011,0.911,-0.08899999999999997,29.675
CZE,2012,0.911,-0.08899999999999997,29.723
CZE,2013,0.905,-0.09499999999999997,29.82
CZE,2014,0.905,-0.09499999999999997,29.914
CZE,2015,0.908,-0.09199999999999997,29.952
CZE,2016,0.908,-0.09199999999999997,29.955
CZE,2017,0.91,-0.08999999999999997,29.99
CZE,2018,0.914,-0.08599999999999997,30.064
CZE,2019,0.887,-0.11299999999999999,30.138
CZE,2020,0.887,-0.11299999999999999,30.207
CZE,2021,0.904,-0.09599999999999997,30.366
CZE,2022,0.926,-0.07399999999999995,30.404
CZE,2023,0.928,-0.07199999999999995,30.43
COD,1950,0.11,-0.89,29.013
COD,1951,0.11,-0.89,29.023
COD,1952,0.11,-0.89,29.032
COD,1953,0.11,-0.89,29.041
COD,1954,0.11,-0.89,29.049
COD,1955,0.11,-0.89,29.058
COD,1956,0.11,-0.89,29.066
COD,1957,0.11,-0.89,29.086
COD,1958,0.11,-0.89,29.106
COD,1959,0.119,-0.881,29.125
COD,1960,0.273,-0.727,29.144
COD,1961,0.281,-0.719,29.163
COD,1962,0.281,-0.719,29.183
COD,1963,0.281,-0.719,29.204
COD,1964,0.281,-0.719,29.226
COD,1965,0.281,-0.719,29.248
COD,1966,0.255,-0.745,29.27
COD,1967,0.239,-0.761,29.29
COD,1968,0.239,-0.761,29.309
COD,1969,0.239,-0.761,29.326
COD,1970,0.258,-0.742,29.344
COD,1971,0.257,-0.743,29.361
COD,1972,0.257,-0.743,29.38
COD,1973,0.257,-0.743,29.415
COD,1974,0.257,-0.743,29.452
COD,1975,0.308,-0.692,29.491
COD,1976,0.308,-0.692,29.522
COD,1977,0.251,-0.749,29.551
COD,1978,0.251,-0.749,29.577
COD,1979,0.254,-0.746,29.618
COD,1980,0.282,-0.718,29.666
COD,1981,0.282,-0.718,29.714
COD,1982,0.293,-0.7070000000000001,29.743
COD,1983,0.292,-0.708,29.772
COD,1984,0.292,-0.708,29.798
COD,1985,0.292,-0.708,29.799
COD,1986,0.292,-0.708,29.809
COD,1987,0.304,-0.696,29.856
COD,1988,0.302,-0.698,29.938
COD,1989,0.297,-0.7030000000000001,30.053
COD,1990,0.339,-0.661,30.107
COD,1991,0.351,-0.649,30.096
COD,1992,0.366,-0.634,30.123
COD,1993,0.39,-0.61,30.085
COD,1994,0.39,-0.61,30.135
COD,1995,0.39,-0.61,30.284
COD,1996,0.395,-0.605,30.185
COD,1997,0.385,-0.615,30.15
COD,1998,0.391,-0.609,30.133
COD,1999,0.396,-0.604,30.058
COD,2000,0.401,-0.599,30.031
COD,2001,0.401,-0.599,30.032
COD,2002,0.401,-0.599,29.994
COD,2003,0.401,-0.599,29.963
COD,2004,0.469,-0.531,29.989
COD,2005,0.471,-0.529,29.983
COD,2006,0.455,-0.5449999999999999,29.922
COD,2007,0.455,-0.5449999999999999,29.962
COD,2008,0.455,-0.5449999999999999,29.951
COD,2009,0.455,-0.5449999999999999,29.94
COD,2010,0.476,-0.524,29.972
COD,2011,0.479,-0.521,29.934
COD,2012,0.479,-0.521,29.904
COD,2013,0.485,-0.515,29.979
COD,2014,0.485,-0.515,30.018
COD,2015,0.485,-0.515,30.066
COD,2016,0.495,-0.505,30.076
COD,2017,0.496,-0.504,30.076
COD,2018,0.518,-0.482,30.075
COD,2019,0.535,-0.46499999999999997,30.075
COD,2020,0.546,-0.45399999999999996,30.074
COD,2021,0.552,-0.44799999999999995,30.074
COD,2022,0.561,-0.43899999999999995,30.073
COD,2023,0.563,-0.43700000000000006,30.073
DNK,1950,0.857,-0.14300000000000002,27.839
DNK,1951,0.857,-0.14300000000000002,27.677
DNK,1952,0.857,-0.14300000000000002,27.582
DNK,1953,0.865,-0.135,27.494
DNK,1954,0.889,-0.11099999999999999,27.387
DNK,1955,0.889,-0.11099999999999999,27.309
DNK,1956,0.889,-0.11099999999999999,27.24
DNK,1957,0.885,-0.11499999999999999,27.12
DNK,1958,0.885,-0.11499999999999999,27.047
DNK,1959,0.885,-0.11499999999999999,27.015
DNK,1960,0.89,-0.10999999999999999,26.999
DNK,1961,0.89,-0.10999999999999999,26.966
DNK,1962,0.89,-0.10999999999999999,26.93
DNK,1963,0.89,-0.10999999999999999,27.043
DNK,1964,0.89,-0.10999999999999999,26.799
DNK,1965,0.89,-0.10999999999999999,26.741
DNK,1966,0.893,-0.10699999999999998,26.64
DNK,1967,0.893,-0.10699999999999998,26.523
DNK,1968,0.893,-0.10699999999999998,26.518
DNK,1969,0.893,-0.10699999999999998,26.6
DNK,1970,0.924,-0.07599999999999996,26.697
DNK,1971,0.93,-0.06999999999999995,26.711
DNK,1972,0.93,-0.06999999999999995,26.698
DNK,1973,0.936,-0.06399999999999995,26.675
DNK,1974,0.936,-0.06399999999999995,26.604
DNK,1975,0.937,-0.06299999999999994,26.496
DNK,1976,0.937,-0.06299999999999994,26.587
DNK,1977,0.941,-0.05900000000000005,26.584
DNK,1978,0.941,-0.05900000000000005,26.665
DNK,1979,0.945,-0.05500000000000005,26.761
DNK,1980,0.944,-0.05600000000000005,26.847
DNK,1981,0.944,-0.05600000000000005,26.983
DNK,1982,0.944,-0.05600000000000005,27.166
DNK,1983,0.944,-0.05600000000000005,27.356
DNK,1984,0.945,-0.05500000000000005,27.543
DNK,1985,0.945,-0.05500000000000005,27.731
DNK,1986,0.945,-0.05500000000000005,27.895
DNK,1987,0.946,-0.05400000000000005,28.072
DNK,1988,0.946,-0.05400000000000005,28.199
DNK,1989,0.946,-0.05400000000000005,28.321
DNK,1990,0.952,-0.04800000000000004,28.419
DNK,1991,0.954,-0.04600000000000004,28.596
DNK,1992,0.957,-0.04300000000000004,28.748
DNK,1993,0.957,-0.04300000000000004,28.919
DNK,1994,0.957,-0.04300000000000004,29.07
DNK,1995,0.955,-0.04500000000000004,29.187
DNK,1996,0.954,-0.04600000000000004,29.266
DNK,1997,0.954,-0.04600000000000004,29.403
DNK,1998,0.957,-0.04300000000000004,29.5
DNK,1999,0.957,-0.04300000000000004,29.594
DNK,2000,0.956,-0.04400000000000004,29.68
DNK,2001,0.957,-0.04300000000000004,29.747
DNK,2002,0.957,-0.04300000000000004,29.919
DNK,2003,0.957,-0.04300000000000004,30.035
DNK,2004,0.954,-0.04600000000000004,30.133
DNK,2005,0.956,-0.04400000000000004,30.216
DNK,2006,0.956,-0.04400000000000004,30.297
DNK,2007,0.955,-0.04500000000000004,30.412
DNK,2008,0.955,-0.04500000000000004,30.437
DNK,2009,0.955,-0.04500000000000004,30.489
DNK,2010,0.956,-0.04400000000000004,30.583
DNK,2011,0.955,-0.04500000000000004,30.677
DNK,2012,0.956,-0.04400000000000004,30.742
DNK,2013,0.958,-0.04200000000000004,30.824
DNK,2014,0.956,-0.04400000000000004,30.89
DNK,2015,0.96,-0.040000000000000036,30.94
DNK,2016,0.958,-0.04200000000000004,30.98
DNK,2017,0.961,-0.039000000000000035,31.041
DNK,2018,0.96,-0.040000000000000036,31.185
DNK,2019,0.955,-0.04500000000000004,31.282
DNK,2020,0.955,-0.04500000000000004,31.432
DNK,2021,0.958,-0.04200000000000004,31.584
DNK,2022,0.957,-0.04300000000000004,31.623
DNK,2023,0.956,-0.04400000000000004,31.638
DJI,1950,0.076,-0.924,31.218
DJI,1951,0.076,-0.924,31.218
DJI,1952,0.076,-0.924,31.218
DJI,1953,0.076,-0.924,31.218
DJI,1954,0.076,-0.924,31.218
DJI,1955,0.075,-0.925,31.218
DJI,1956,0.075,-0.925,31.218
DJI,1957,0.076,-0.924,31.218
DJI,1958,0.076,-0.924,31.218
DJI,1959,0.076,-0.924,31.218
DJI,1960,0.076,-0.924,31.218
DJI,1961,0.076,-0.924,31.218
DJI,1962,0.076,-0.924,31.218
DJI,1963,0.076,-0.924,31.218
DJI,1964,0.076,-0.924,31.218
DJI,1965,0.076,-0.924,31.218
DJI,1966,0.076,-0.924,31.218
DJI,1967,0.076,-0.924,31.218
DJI,1968,0.076,-0.924,31.218
DJI,1969,0.077,-0.923,31.218
DJI,1970,0.077,-0.923,31.218
DJI,1971,0.057,-0.943,31.218
DJI,1972,0.056,-0.944,31.218
DJI,1973,0.056,-0.944,31.218
DJI,1974,0.056,-0.944,31.217
DJI,1975,0.056,-0.944,31.217
DJI,1976,0.057,-0.943,31.217
DJI,1977,0.084,-0.916,31.216
DJI,1978,0.219,-0.781,31.216
DJI,1979,0.218,-0.782,31.215
DJI,1980,0.227,-0.773,31.214
DJI,1981,0.227,-0.773,31.214
DJI,1982,0.227,-0.773,31.242
DJI,1983,0.226,-0.774,31.273
DJI,1984,0.226,-0.774,31.309
DJI,1985,0.226,-0.774,31.355
DJI,1986,0.226,-0.774,31.387
DJI,1987,0.226,-0.774,31.439
DJI,1988,0.226,-0.774,31.516
DJI,1989,0.226,-0.774,31.593
DJI,1990,0.235,-0.765,31.664
DJI,1991,0.222,-0.778,31.731
DJI,1992,0.34,-0.6599999999999999,31.786
DJI,1993,0.341,-0.659,31.808
DJI,1994,0.341,-0.659,31.838
DJI,1995,0.341,-0.659,31.861
DJI,1996,0.341,-0.659,31.869
DJI,1997,0.341,-0.659,31.917
DJI,1998,0.341,-0.659,31.964
DJI,1999,0.341,-0.659,31.953
DJI,2000,0.379,-0.621,31.966
DJI,2001,0.379,-0.621,31.946
DJI,2002,0.436,-0.5640000000000001,31.921
DJI,2003,0.502,-0.498,31.929
DJI,2004,0.502,-0.498,31.93
DJI,2005,0.502,-0.498,31.93
DJI,2006,0.496,-0.504,31.949
DJI,2007,0.511,-0.489,31.96
DJI,2008,0.511,-0.489,31.968
DJI,2009,0.512,-0.488,31.958
DJI,2010,0.512,-0.488,31.941
DJI,2011,0.512,-0.488,31.914
DJI,2012,0.512,-0.488,31.85
DJI,2013,0.51,-0.49,31.799
DJI,2014,0.51,-0.49,31.74
DJI,2015,0.51,-0.49,31.697
DJI,2016,0.499,-0.501,31.65
DJI,2017,0.512,-0.488,31.617
DJI,2018,0.574,-0.42600000000000005,31.591
DJI,2019,0.583,-0.41700000000000004,31.57
DJI,2020,0.591,-0.40900000000000003,31.553
DJI,2021,0.596,-0.404,31.539
DJI,2022,0.596,-0.404,31.529
DJI,2023,0.595,-0.405,31.522
DOM,1950,0.325,-0.675,29.221
DOM,1951,0.325,-0.675,29.216
DOM,1952,0.343,-0.657,29.209
DOM,1953,0.343,-0.657,29.193
DOM,1954,0.343,-0.657,29.181
DOM,1955,0.343,-0.657,29.168
DOM,1956,0.343,-0.657,29.16
DOM,1957,0.321,-0.679,29.152
DOM,1958,0.321,-0.679,29.142
DOM,1959,0.321,-0.679,29.116
DOM,1960,0.321,-0.679,29.089
DOM,1961,0.321,-0.679,29.055
DOM,1962,0.366,-0.634,29.023
DOM,1963,0.465,-0.5349999999999999,28.987
DOM,1964,0.375,-0.625,28.962
DOM,1965,0.375,-0.625,28.954
DOM,1966,0.501,-0.499,28.934
DOM,1967,0.497,-0.503,28.912
DOM,1968,0.497,-0.503,28.916
DOM,1969,0.497,-0.503,28.888
DOM,1970,0.497,-0.503,28.812
DOM,1971,0.497,-0.503,28.752
DOM,1972,0.458,-0.542,28.697
DOM,1973,0.458,-0.542,28.604
DOM,1974,0.512,-0.488,28.475
DOM,1975,0.512,-0.488,28.348
DOM,1976,0.512,-0.488,28.232
DOM,1977,0.512,-0.488,28.047
DOM,1978,0.518,-0.482,27.868
DOM,1979,0.649,-0.351,27.644
DOM,1980,0.649,-0.351,27.446
DOM,1981,0.649,-0.351,27.347
DOM,1982,0.608,-0.392,27.228
DOM,1983,0.605,-0.395,27.175
DOM,1984,0.605,-0.395,27.02
DOM,1985,0.605,-0.395,26.867
DOM,1986,0.615,-0.385,26.768
DOM,1987,0.615,-0.385,26.6
DOM,1988,0.615,-0.385,26.492
DOM,1989,0.63,-0.37,26.309
DOM,1990,0.657,-0.34299999999999997,26.133
DOM,1991,0.657,-0.34299999999999997,26.062
DOM,1992,0.657,-0.34299999999999997,26.007
DOM,1993,0.657,-0.34299999999999997,25.854
DOM,1994,0.652,-0.348,25.81
DOM,1995,0.661,-0.33899999999999997,25.817
DOM,1996,0.675,-0.32499999999999996,25.784
DOM,1997,0.738,-0.262,25.729
DOM,1998,0.767,-0.23299999999999998,25.684
DOM,1999,0.767,-0.23299999999999998,25.644
DOM,2000,0.767,-0.23299999999999998,25.598
DOM,2001,0.767,-0.23299999999999998,25.662
DOM,2002,0.766,-0.23399999999999999,25.728
DOM,2003,0.766,-0.23399999999999999,25.798
DOM,2004,0.766,-0.23399999999999999,25.875
DOM,2005,0.766,-0.23399999999999999,25.906
DOM,2006,0.776,-0.22399999999999998,25.906
DOM,2007,0.776,-0.22399999999999998,25.989
DOM,2008,0.776,-0.22399999999999998,26.001
DOM,2009,0.776,-0.22399999999999998,25.981
DOM,2010,0.785,-0.21499999999999997,25.931
DOM,2011,0.785,-0.21499999999999997,25.91
DOM,2012,0.782,-0.21799999999999997,25.977
DOM,2013,0.791,-0.20899999999999996,26.154
DOM,2014,0.791,-0.20899999999999996,26.267
DOM,2015,0.787,-0.21299999999999997,26.353
DOM,2016,0.82,-0.18000000000000005,26.467
DOM,2017,0.82,-0.18000000000000005,26.565
DOM,2018,0.828,-0.17200000000000004,26.719
DOM,2019,0.83,-0.17000000000000004,26.953
DOM,2020,0.848,-0.15200000000000002,27.201
DOM,2021,0.84,-0.16000000000000003,27.319
DOM,2022,0.828,-0.17200000000000004,27.432
DOM,2023,0.815,-0.18500000000000005,27.433
TLS,1950,0.089,-0.911,31.013
TLS,1951,0.089,-0.911,31.013
TLS,1952,0.089,-0.911,31.013
TLS,1953,0.089,-0.911,31.013
TLS,1954,0.089,-0.911,31.012
TLS,1955,0.089,-0.911,31.012
TLS,1956,0.089,-0.911,31.012
TLS,1957,0.089,-0.911,31.012
TLS,1958,0.089,-0.911,31.012
TLS,1959,0.089,-0.911,31.012
TLS,1960,0.096,-0.904,31.012
TLS,1961,0.096,-0.904,31.011
TLS,1962,0.096,-0.904,31.011
TLS,1963,0.096,-0.904,31.011
TLS,1964,0.096,-0.904,31.01
TLS,1965,0.096,-0.904,31.01
TLS,1966,0.096,-0.904,31.01
TLS,1967,0.096,-0.904,31.009
TLS,1968,0.096,-0.904,31.009
TLS,1969,0.096,-0.904,31.009
TLS,1970,0.096,-0.904,31.008
TLS,1971,0.096,-0.904,31.008
TLS,1972,0.096,-0.904,31.007
TLS,1973,0.096,-0.904,31.007
TLS,1975,0.252,-0.748,31.005
TLS,1976,0.193,-0.8069999999999999,31.005
TLS,1977,0.193,-0.8069999999999999,31.005
TLS,1978,0.193,-0.8069999999999999,31.005
