code,year,wpei,S,MAC
AFG,1950,0.132,-0.868,29.226
AFG,1951,0.132,-0.868,29.239
AFG,1952,0.132,-0.868,29.251
AFG,1953,0.132,-0.868,29.264
AFG,1954,0.132,-0.868,29.277
AFG,1955,0.137,-0.863,29.29
AFG,1956,0.137,-0.863,29.303
AFG,1957,0.152,-0.848,29.317
AFG,1958,0.152,-0.848,29.331
AFG,1959,0.152,-0.848,29.345
AFG,1960,0.153,-0.847,29.359
AFG,1961,0.153,-0.847,29.374
AFG,1962,0.153,-0.847,29.39
AFG,1963,0.153,-0.847,29.407
AFG,1964,0.154,-0.846,29.426
AFG,1965,0.197,-0.8029999999999999,29.442
AFG,1966,0.197,-0.8029999999999999,29.461
AFG,1967,0.195,-0.8049999999999999,29.481
AFG,1968,0.195,-0.8049999999999999,29.5
AFG,1969,0.187,-0.813,29.519
AFG,1970,0.187,-0.813,29.54
AFG,1971,0.187,-0.813,29.56
AFG,1972,0.187,-0.813,29.582
AFG,1973,0.174,-0.8260000000000001,29.601
AFG,1974,0.149,-0.851,29.622
AFG,1975,0.149,-0.851,29.644
AFG,1976,0.149,-0.851,29.666
AFG,1977,0.149,-0.851,29.686
AFG,1978,0.16,-0.84,29.704
AFG,1979,0.153,-0.847,29.728
AFG,1980,0.183,-0.817,29.754
AFG,1981,0.187,-0.813,29.782
AFG,1982,0.187,-0.813,29.814
AFG,1983,0.187,-0.813,29.815
AFG,1984,0.187,-0.813,29.821
AFG,1985,0.187,-0.813,29.828
AFG,1986,0.187,-0.813,29.854
AFG,1987,0.187,-0.813,29.881
AFG,1988,0.205,-0.795,29.852
AFG,1989,0.205,-0.795,29.797
AFG,1990,0.172,-0.8280000000000001,29.743
AFG,1991,0.171,-0.829,29.677
AFG,1992,0.129,-0.871,29.697
AFG,1993,0.096,-0.904,29.716
AFG,1994,0.098,-0.902,29.599
AFG,1995,0.089,-0.911,29.546
AFG,1996,0.041,-0.959,29.501
AFG,1997,0.04,-0.96,29.475
AFG,1998,0.04,-0.96,29.512
AFG,1999,0.04,-0.96,29.481
AFG,2000,0.04,-0.96,29.445
AFG,2001,0.054,-0.946,29.363
AFG,2002,0.282,-0.718,29.268
AFG,2003,0.292,-0.708,29.295
AFG,2004,0.292,-0.708,29.279
AFG,2005,0.324,-0.6759999999999999,29.257
AFG,2006,0.471,-0.529,29.219
AFG,2007,0.47,-0.53,29.202
AFG,2008,0.467,-0.5329999999999999,29.114
AFG,2009,0.469,-0.531,29.203
AFG,2010,0.476,-0.524,29.26
AFG,2011,0.476,-0.524,29.278
AFG,2012,0.476,-0.524,29.329
AFG,2013,0.478,-0.522,29.388
AFG,2014,0.48,-0.52,29.482
AFG,2015,0.483,-0.517,29.605
AFG,2016,0.472,-0.528,29.734
AFG,2017,0.488,-0.512,29.85
AFG,2018,0.5,-0.5,29.984
AFG,2019,0.489,-0.511,30.137
AFG,2020,0.494,-0.506,30.275
AFG,2021,0.047,-0.953,30.414
AFG,2022,0.025,-0.975,30.374
AFG,2023,0.021,-0.979,30.366
ALB,1950,0.381,-0.619,30.975
ALB,1951,0.381,-0.619,30.881
ALB,1952,0.381,-0.619,31.06
ALB,1953,0.381,-0.619,30.866
ALB,1954,0.371,-0.629,30.799
ALB,1955,0.371,-0.629,31.13
ALB,1956,0.371,-0.629,30.929
ALB,1957,0.371,-0.629,30.761
ALB,1958,0.357,-0.643,30.739
ALB,1959,0.357,-0.643,30.58
ALB,1960,0.357,-0.643,30.813
ALB,1961,0.357,-0.643,30.786
ALB,1962,0.37,-0.63,30.834
ALB,1963,0.37,-0.63,30.704
ALB,1964,0.37,-0.63,30.558
ALB,1965,0.37,-0.63,30.325
ALB,1966,0.441,-0.5589999999999999,30.168
ALB,1967,0.441,-0.5589999999999999,30.036
ALB,1968,0.441,-0.5589999999999999,29.766
ALB,1969,0.441,-0.5589999999999999,29.736
ALB,1970,0.472,-0.528,29.732
ALB,1971,0.472,-0.528,29.671
ALB,1972,0.472,-0.528,29.609
ALB,1973,0.472,-0.528,29.526
ALB,1974,0.479,-0.521,29.459
ALB,1975,0.479,-0.521,29.342
ALB,1976,0.48,-0.52,29.35
ALB,1977,0.48,-0.52,29.33
ALB,1978,0.48,-0.52,29.249
ALB,1979,0.48,-0.52,29.212
ALB,1980,0.471,-0.529,29.175
ALB,1981,0.471,-0.529,29.112
ALB,1982,0.469,-0.531,29.125
ALB,1983,0.469,-0.531,28.972
ALB,1984,0.469,-0.531,29.012
ALB,1985,0.469,-0.531,28.852
ALB,1986,0.469,-0.531,28.674
ALB,1987,0.467,-0.5329999999999999,28.647
ALB,1988,0.467,-0.5329999999999999,28.48
ALB,1989,0.467,-0.5329999999999999,28.395
ALB,1990,0.466,-0.534,28.376
ALB,1991,0.548,-0.45199999999999996,28.199
ALB,1992,0.573,-0.42700000000000005,27.893
ALB,1993,0.586,-0.41400000000000003,27.709
ALB,1994,0.591,-0.40900000000000003,27.619
ALB,1995,0.594,-0.406,27.587
ALB,1996,0.634,-0.366,27.564
ALB,1997,0.588,-0.41200000000000003,27.515
ALB,1998,0.627,-0.373,27.456
ALB,1999,0.632,-0.368,27.479
ALB,2000,0.662,-0.33799999999999997,27.789
ALB,2001,0.677,-0.32299999999999995,28.581
ALB,2002,0.69,-0.31000000000000005,28.032
ALB,2003,0.704,-0.29600000000000004,27.871
ALB,2004,0.704,-0.29600000000000004,27.705
ALB,2005,0.753,-0.247,27.615
ALB,2006,0.753,-0.247,27.699
ALB,2007,0.753,-0.247,27.884
ALB,2008,0.753,-0.247,28.071
ALB,2009,0.79,-0.20999999999999996,27.583
ALB,2010,0.785,-0.21499999999999997,27.466
ALB,2011,0.785,-0.21499999999999997,27.453
ALB,2012,0.785,-0.21499999999999997,27.483
ALB,2013,0.815,-0.18500000000000005,27.633
ALB,2014,0.823,-0.17700000000000005,27.784
ALB,2015,0.823,-0.17700000000000005,27.956
ALB,2016,0.827,-0.17300000000000004,28.178
ALB,2017,0.834,-0.16600000000000004,28.393
ALB,2018,0.84,-0.16000000000000003,28.621
ALB,2019,0.892,-0.10799999999999998,28.841
ALB,2020,0.899,-0.10099999999999998,29.009
ALB,2021,0.9,-0.09999999999999998,29.115
ALB,2022,0.898,-0.10199999999999998,29.129
ALB,2023,0.896,-0.10399999999999998,29.132
DZA,1950,0.085,-0.915,30.19
DZA,1951,0.085,-0.915,30.19
DZA,1952,0.085,-0.915,30.19
DZA,1953,0.085,-0.915,30.19
DZA,1954,0.086,-0.914,30.19
DZA,1955,0.086,-0.914,30.19
DZA,1956,0.086,-0.914,30.19
DZA,1957,0.086,-0.914,30.19
DZA,1958,0.086,-0.914,30.19
DZA,1959,0.086,-0.914,30.19
DZA,1960,0.086,-0.914,30.19
DZA,1961,0.086,-0.914,30.191
DZA,1962,0.204,-0.796,30.191
DZA,1963,0.358,-0.642,30.191
DZA,1964,0.333,-0.667,30.191
DZA,1965,0.324,-0.6759999999999999,30.191
DZA,1966,0.324,-0.6759999999999999,30.191
DZA,1967,0.324,-0.6759999999999999,30.191
DZA,1968,0.324,-0.6759999999999999,30.191
DZA,1969,0.324,-0.6759999999999999,30.191
DZA,1970,0.324,-0.6759999999999999,30.191
DZA,1971,0.324,-0.6759999999999999,30.278
DZA,1972,0.324,-0.6759999999999999,30.366
DZA,1973,0.324,-0.6759999999999999,30.445
DZA,1974,0.324,-0.6759999999999999,30.524
DZA,1975,0.324,-0.6759999999999999,30.603
DZA,1976,0.324,-0.6759999999999999,30.616
DZA,1977,0.325,-0.675,30.615
DZA,1978,0.349,-0.651,30.631
DZA,1979,0.353,-0.647,30.675
DZA,1980,0.381,-0.619,30.629
DZA,1981,0.384,-0.616,30.763
DZA,1982,0.369,-0.631,30.909
DZA,1983,0.369,-0.631,31.015
DZA,1984,0.369,-0.631,31.124
DZA,1985,0.391,-0.609,31.096
DZA,1986,0.391,-0.609,31.125
DZA,1987,0.397,-0.603,31.315
DZA,1988,0.397,-0.603,31.407
DZA,1989,0.417,-0.583,31.451
DZA,1990,0.439,-0.5609999999999999,31.544
DZA,1991,0.442,-0.558,31.467
DZA,1992,0.421,-0.579,31.394
DZA,1993,0.421,-0.579,31.39
DZA,1994,0.421,-0.579,31.382
DZA,1995,0.465,-0.5349999999999999,31.394
DZA,1996,0.465,-0.5349999999999999,31.42
DZA,1997,0.448,-0.552,31.525
DZA,1998,0.448,-0.552,31.597
DZA,1999,0.469,-0.531,31.631
DZA,2000,0.547,-0.45299999999999996,31.706
DZA,2001,0.547,-0.45299999999999996,31.736
DZA,2002,0.566,-0.43400000000000005,31.713
DZA,2003,0.566,-0.43400000000000005,31.742
DZA,2004,0.561,-0.43899999999999995,31.778
DZA,2005,0.588,-0.41200000000000003,31.824
DZA,2006,0.588,-0.41200000000000003,31.772
DZA,2007,0.588,-0.41200000000000003,31.774
DZA,2008,0.588,-0.41200000000000003,31.776
DZA,2009,0.603,-0.397,31.793
DZA,2010,0.596,-0.404,31.972
DZA,2011,0.601,-0.399,32.026
DZA,2012,0.713,-0.28700000000000003,31.797
DZA,2013,0.763,-0.237,31.775
DZA,2014,0.775,-0.22499999999999998,31.784
DZA,2015,0.775,-0.22499999999999998,31.772
DZA,2016,0.787,-0.21299999999999997,31.693
DZA,2017,0.732,-0.268,31.759
DZA,2018,0.771,-0.22899999999999998,31.681
DZA,2019,0.76,-0.24,31.484
DZA,2020,0.76,-0.24,31.476
DZA,2021,0.645,-0.355,31.464
DZA,2022,0.604,-0.396,31.462
DZA,2023,0.614,-0.386,31.453
AGO,1950,0.162,-0.838,30.911
AGO,1951,0.162,-0.838,30.899
AGO,1952,0.162,-0.838,30.889
AGO,1953,0.162,-0.838,30.878
AGO,1954,0.162,-0.838,30.867
AGO,1955,0.162,-0.838,30.856
AGO,1956,0.162,-0.838,30.846
AGO,1957,0.162,-0.838,30.836
AGO,1958,0.162,-0.838,30.826
AGO,1959,0.162,-0.838,30.815
AGO,1960,0.162,-0.838,30.805
AGO,1961,0.162,-0.838,30.796
AGO,1962,0.162,-0.838,30.787
AGO,1963,0.162,-0.838,30.778
AGO,1964,0.162,-0.838,30.771
AGO,1965,0.162,-0.838,30.763
AGO,1966,0.162,-0.838,30.756
AGO,1967,0.162,-0.838,30.748
AGO,1968,0.162,-0.838,30.739
AGO,1969,0.187,-0.813,30.729
AGO,1970,0.187,-0.813,30.72
AGO,1971,0.187,-0.813,30.711
AGO,1972,0.187,-0.813,30.703
AGO,1973,0.187,-0.813,30.695
AGO,1974,0.189,-0.8109999999999999,30.689
AGO,1975,0.337,-0.663,30.683
AGO,1976,0.347,-0.653,30.676
AGO,1977,0.343,-0.657,30.667
AGO,1978,0.343,-0.657,30.655
AGO,1979,0.343,-0.657,30.643
AGO,1980,0.395,-0.605,30.632
AGO,1981,0.395,-0.605,30.623
AGO,1982,0.395,-0.605,30.619
AGO,1983,0.395,-0.605,30.576
AGO,1984,0.395,-0.605,30.531
AGO,1985,0.395,-0.605,30.487
AGO,1986,0.435,-0.565,30.442
AGO,1987,0.435,-0.565,30.399
AGO,1988,0.435,-0.565,30.35
AGO,1989,0.435,-0.565,30.302
AGO,1990,0.455,-0.5449999999999999,30.253
AGO,1991,0.509,-0.491,30.188
AGO,1992,0.453,-0.5469999999999999,30.162
AGO,1993,0.421,-0.579,30.131
AGO,1994,0.421,-0.579,30.019
AGO,1995,0.421,-0.579,29.923
AGO,1996,0.421,-0.579,29.832
AGO,1997,0.421,-0.579,29.804
AGO,1998,0.459,-0.5409999999999999,29.808
AGO,1999,0.459,-0.5409999999999999,29.754
AGO,2000,0.459,-0.5409999999999999,29.681
AGO,2001,0.474,-0.526,29.584
AGO,2002,0.581,-0.41900000000000004,29.544
AGO,2003,0.612,-0.388,29.507
AGO,2004,0.609,-0.391,29.403
AGO,2005,0.612,-0.388,29.325
AGO,2006,0.612,-0.388,29.279
AGO,2007,0.612,-0.388,29.252
AGO,2008,0.673,-0.32699999999999996,29.224
AGO,2009,0.675,-0.32499999999999996,29.148
AGO,2010,0.691,-0.30900000000000005,29.142
AGO,2011,0.69,-0.31000000000000005,29.128
AGO,2012,0.689,-0.31100000000000005,29.085
AGO,2013,0.694,-0.30600000000000005,29.031
AGO,2014,0.694,-0.30600000000000005,28.981
AGO,2015,0.694,-0.30600000000000005,28.937
AGO,2016,0.695,-0.30500000000000005,28.891
AGO,2017,0.706,-0.29400000000000004,28.855
AGO,2018,0.722,-0.278,28.807
AGO,2019,0.741,-0.259,28.771
AGO,2020,0.737,-0.263,28.724
AGO,2021,0.694,-0.30600000000000005,28.687
AGO,2022,0.736,-0.264,28.638
AGO,2023,0.74,-0.26,28.589
ARG,1950,0.473,-0.527,28.206
ARG,1951,0.572,-0.42800000000000005,28.209
ARG,1952,0.572,-0.42800000000000005,28.212
ARG,1953,0.572,-0.42800000000000005,28.215
ARG,1954,0.572,-0.42800000000000005,28.217
ARG,1955,0.422,-0.5780000000000001,28.224
ARG,1956,0.404,-0.596,28.211
ARG,1957,0.416,-0.5840000000000001,28.197
ARG,1958,0.465,-0.5349999999999999,28.172
ARG,1959,0.518,-0.482,28.169
ARG,1960,0.507,-0.493,28.172
ARG,1961,0.507,-0.493,28.199
ARG,1962,0.5,-0.5,28.212
ARG,1963,0.511,-0.489,28.218
ARG,1964,0.534,-0.46599999999999997,28.202
ARG,1965,0.544,-0.45599999999999996,28.177
ARG,1966,0.467,-0.5329999999999999,28.15
ARG,1967,0.411,-0.589,28.131
ARG,1968,0.411,-0.589,28.124
ARG,1969,0.411,-0.589,28.089
ARG,1970,0.421,-0.579,28.041
ARG,1971,0.421,-0.579,28.005
ARG,1972,0.415,-0.585,27.956
ARG,1973,0.541,-0.45899999999999996,27.919
ARG,1974,0.567,-0.43300000000000005,27.885
ARG,1975,0.564,-0.43600000000000005,27.852
ARG,1976,0.33,-0.6699999999999999,27.819
ARG,1977,0.33,-0.6699999999999999,27.787
ARG,1978,0.33,-0.6699999999999999,27.738
ARG,1979,0.33,-0.6699999999999999,27.687
ARG,1980,0.341,-0.659,27.661
ARG,1981,0.341,-0.659,27.643
ARG,1982,0.341,-0.659,27.661
ARG,1983,0.551,-0.44899999999999995,27.654
ARG,1984,0.702,-0.29800000000000004,27.603
ARG,1985,0.711,-0.28900000000000003,27.583
ARG,1986,0.712,-0.28800000000000003,27.587
ARG,1987,0.717,-0.28300000000000003,27.602
ARG,1988,0.72,-0.28,27.624
ARG,1989,0.728,-0.272,27.634
ARG,1990,0.727,-0.273,27.65
ARG,1991,0.763,-0.237,27.651
ARG,1992,0.766,-0.23399999999999999,27.672
ARG,1993,0.81,-0.18999999999999995,27.684
ARG,1994,0.809,-0.19099999999999995,27.711
ARG,1995,0.833,-0.16700000000000004,27.719
ARG,1996,0.833,-0.16700000000000004,27.748
ARG,1997,0.846,-0.15400000000000003,27.751
ARG,1998,0.846,-0.15400000000000003,27.787
ARG,1999,0.842,-0.15800000000000003,27.819
ARG,2000,0.852,-0.14800000000000002,27.827
ARG,2001,0.862,-0.138,27.868
ARG,2002,0.844,-0.15600000000000003,27.9
ARG,2003,0.844,-0.15600000000000003,27.994
ARG,2004,0.851,-0.14900000000000002,27.982
ARG,2005,0.851,-0.14900000000000002,27.945
ARG,2006,0.849,-0.15100000000000002,27.884
ARG,2007,0.845,-0.15500000000000003,27.847
ARG,2008,0.849,-0.15100000000000002,27.865
ARG,2009,0.851,-0.14900000000000002,27.859
ARG,2010,0.843,-0.15700000000000003,27.896
ARG,2011,0.845,-0.15500000000000003,27.889
ARG,2012,0.846,-0.15400000000000003,27.901
ARG,2013,0.842,-0.15800000000000003,27.895
ARG,2014,0.846,-0.15400000000000003,27.918
ARG,2015,0.84,-0.16000000000000003,27.985
ARG,2016,0.832,-0.16800000000000004,27.993
ARG,2017,0.848,-0.15200000000000002,28.168
ARG,2018,0.866,-0.134,28.314
ARG,2019,0.857,-0.14300000000000002,28.543
ARG,2020,0.84,-0.16000000000000003,28.837
ARG,2021,0.834,-0.16600000000000004,29.044
ARG,2022,0.848,-0.15200000000000002,29.111
ARG,2023,0.861,-0.139,29.073
ARM,1950,0.347,-0.653,30.244
ARM,1951,0.347,-0.653,30.226
ARM,1952,0.347,-0.653,30.205
ARM,1953,0.358,-0.642,30.183
ARM,1954,0.426,-0.5740000000000001,30.161
ARM,1955,0.43,-0.5700000000000001,30.137
ARM,1956,0.445,-0.5549999999999999,30.113
ARM,1957,0.446,-0.554,30.086
ARM,1958,0.454,-0.546,30.06
ARM,1959,0.454,-0.546,29.825
ARM,1960,0.462,-0.538,29.593
ARM,1961,0.462,-0.538,29.345
ARM,1962,0.468,-0.532,29.187
ARM,1963,0.468,-0.532,28.845
ARM,1964,0.468,-0.532,28.635
ARM,1965,0.48,-0.52,28.462
ARM,1966,0.485,-0.515,28.321
ARM,1967,0.491,-0.509,28.15
ARM,1968,0.487,-0.513,28.026
ARM,1969,0.478,-0.522,27.92
ARM,1970,0.482,-0.518,27.753
ARM,1971,0.481,-0.519,27.688
ARM,1972,0.477,-0.523,27.448
ARM,1973,0.481,-0.519,27.142
ARM,1974,0.488,-0.512,26.905
ARM,1975,0.484,-0.516,26.826
ARM,1976,0.485,-0.515,26.624
ARM,1977,0.478,-0.522,26.328
ARM,1978,0.478,-0.522,26.112
ARM,1979,0.482,-0.518,25.867
ARM,1980,0.482,-0.518,25.682
ARM,1981,0.482,-0.518,25.537
ARM,1982,0.482,-0.518,25.371
ARM,1983,0.482,-0.518,25.221
ARM,1984,0.48,-0.52,25.174
ARM,1985,0.496,-0.504,25.16
ARM,1986,0.531,-0.469,25.142
ARM,1987,0.525,-0.475,25.084
ARM,1988,0.534,-0.46599999999999997,24.983
ARM,1989,0.497,-0.503,25.211
ARM,1990,0.845,-0.15500000000000003,25.239
ARM,1991,0.672,-0.32799999999999996,25.03
ARM,1992,0.672,-0.32799999999999996,24.622
ARM,1993,0.672,-0.32799999999999996,24.352
ARM,1994,0.672,-0.32799999999999996,24.429
ARM,1995,0.691,-0.30900000000000005,24.634
ARM,1996,0.691,-0.30900000000000005,24.715
ARM,1997,0.691,-0.30900000000000005,24.84
ARM,1998,0.693,-0.30700000000000005,24.855
ARM,1999,0.67,-0.32999999999999996,24.956
ARM,2000,0.67,-0.32999999999999996,25.065
ARM,2001,0.67,-0.32999999999999996,25.089
ARM,2002,0.671,-0.32899999999999996,25.071
ARM,2003,0.681,-0.31899999999999995,25.13
ARM,2004,0.681,-0.31899999999999995,25.206
ARM,2005,0.681,-0.31899999999999995,25.405
ARM,2006,0.681,-0.31899999999999995,25.475
ARM,2007,0.71,-0.29000000000000004,25.589
ARM,2008,0.712,-0.28800000000000003,25.725
ARM,2009,0.718,-0.28200000000000003,25.927
ARM,2010,0.729,-0.271,26.203
ARM,2011,0.729,-0.271,26.301
ARM,2012,0.739,-0.261,26.355
ARM,2013,0.74,-0.26,26.548
ARM,2014,0.74,-0.26,26.785
ARM,2015,0.739,-0.261,26.777
ARM,2016,0.753,-0.247,26.912
ARM,2017,0.813,-0.18700000000000006,27.035
ARM,2018,0.874,-0.126,27.166
ARM,2019,0.888,-0.11199999999999999,27.322
ARM,2020,0.885,-0.11499999999999999,27.577
ARM,2021,0.903,-0.09699999999999998,27.771
ARM,2022,0.886,-0.11399999999999999,27.78
ARM,2023,0.886,-0.11399999999999999,27.781
AUS,1950,0.574,-0.42600000000000005,28.19
AUS,1951,0.572,-0.42800000000000005,28.054
AUS,1952,0.572,-0.42800000000000005,27.943
AUS,1953,0.572,-0.42800000000000005,27.873
AUS,1954,0.572,-0.42800000000000005,27.805
AUS,1955,0.572,-0.42800000000000005,27.712
AUS,1956,0.572,-0.42800000000000005,27.648
AUS,1957,0.575,-0.42500000000000004,27.606
AUS,1958,0.575,-0.42500000000000004,27.569
AUS,1959,0.575,-0.42500000000000004,27.522
AUS,1960,0.575,-0.42500000000000004,27.497
AUS,1961,0.575,-0.42500000000000004,27.482
AUS,1962,0.585,-0.41500000000000004,27.507
AUS,1963,0.585,-0.41500000000000004,27.504
AUS,1964,0.585,-0.41500000000000004,27.526
AUS,1965,0.585,-0.41500000000000004,27.423
AUS,1966,0.661,-0.33899999999999997,27.342
AUS,1967,0.674,-0.32599999999999996,27.277
AUS,1968,0.689,-0.31100000000000005,27.207
AUS,1969,0.684,-0.31599999999999995,27.17
AUS,1970,0.748,-0.252,27.104
AUS,1971,0.748,-0.252,26.941
AUS,1972,0.748,-0.252,26.829
AUS,1973,0.744,-0.256,26.747
AUS,1974,0.77,-0.22999999999999998,26.704
AUS,1975,0.771,-0.22899999999999998,26.696
AUS,1976,0.768,-0.23199999999999998,26.751
AUS,1977,0.768,-0.23199999999999998,26.876
AUS,1978,0.768,-0.23199999999999998,26.962
AUS,1979,0.768,-0.23199999999999998,27.076
AUS,1980,0.782,-0.21799999999999997,27.146
AUS,1981,0.782,-0.21799999999999997,27.201
AUS,1982,0.782,-0.21799999999999997,27.309
AUS,1983,0.827,-0.17300000000000004,27.361
AUS,1984,0.83,-0.17000000000000004,27.527
AUS,1985,0.827,-0.17300000000000004,27.663
AUS,1986,0.856,-0.14400000000000002,27.791
AUS,1987,0.859,-0.14100000000000001,27.96
AUS,1988,0.859,-0.14100000000000001,28.096
AUS,1989,0.859,-0.14100000000000001,28.242
AUS,1990,0.886,-0.11399999999999999,28.324
AUS,1991,0.886,-0.11399999999999999,28.441
AUS,1992,0.886,-0.11399999999999999,28.569
AUS,1993,0.893,-0.10699999999999998,28.692
AUS,1994,0.893,-0.10699999999999998,28.81
AUS,1995,0.893,-0.10699999999999998,28.939
AUS,1996,0.911,-0.08899999999999997,29.045
AUS,1997,0.911,-0.08899999999999997,29.155
AUS,1998,0.921,-0.07899999999999996,29.258
AUS,1999,0.921,-0.07899999999999996,29.355
AUS,2000,0.925,-0.07499999999999996,29.476
AUS,2001,0.928,-0.07199999999999995,29.554
AUS,2002,0.928,-0.07199999999999995,29.715
AUS,2003,0.928,-0.07199999999999995,29.871
AUS,2004,0.927,-0.07299999999999995,30.012
AUS,2005,0.927,-0.07299999999999995,30.099
AUS,2006,0.927,-0.07299999999999995,30.227
AUS,2007,0.929,-0.07099999999999995,30.239
AUS,2008,0.929,-0.07099999999999995,30.284
AUS,2009,0.929,-0.07099999999999995,30.33
AUS,2010,0.93,-0.06999999999999995,30.423
AUS,2011,0.93,-0.06999999999999995,30.486
AUS,2012,0.93,-0.06999999999999995,30.532
AUS,2013,0.927,-0.07299999999999995,30.622
AUS,2014,0.93,-0.06999999999999995,30.708
AUS,2015,0.932,-0.06799999999999995,30.797
AUS,2016,0.935,-0.06499999999999995,30.969
AUS,2017,0.92,-0.07999999999999996,31.06
AUS,2018,0.925,-0.07499999999999996,31.13
AUS,2019,0.921,-0.07899999999999996,31.221
AUS,2020,0.909,-0.09099999999999997,31.293
AUS,2021,0.91,-0.08999999999999997,31.378
AUS,2022,0.913,-0.08699999999999997,31.389
AUS,2023,0.915,-0.08499999999999996,31.391
AUT,1950,0.573,-0.42700000000000005,28.057
AUT,1951,0.573,-0.42700000000000005,28.019
AUT,1952,0.573,-0.42700000000000005,27.951
AUT,1953,0.577,-0.42300000000000004,27.855
AUT,1954,0.577,-0.42300000000000004,27.887
AUT,1955,0.587,-0.41300000000000003,27.96
AUT,1956,0.633,-0.367,27.96
AUT,1957,0.633,-0.367,27.858
AUT,1958,0.633,-0.367,27.67
AUT,1959,0.637,-0.363,27.586
AUT,1960,0.637,-0.363,27.58
AUT,1961,0.647,-0.353,27.547
AUT,1962,0.647,-0.353,27.487
AUT,1963,0.647,-0.353,27.423
AUT,1964,0.647,-0.353,27.389
AUT,1965,0.647,-0.353,27.274
AUT,1966,0.647,-0.353,27.08
AUT,1967,0.647,-0.353,26.922
AUT,1968,0.647,-0.353,26.807
AUT,1969,0.647,-0.353,26.748
AUT,1970,0.654,-0.346,26.685
AUT,1971,0.673,-0.32699999999999996,26.676
AUT,1972,0.679,-0.32099999999999995,26.563
AUT,1973,0.679,-0.32099999999999995,26.441
AUT,1974,0.692,-0.30800000000000005,26.35
AUT,1975,0.706,-0.29400000000000004,26.31
AUT,1976,0.754,-0.246,26.289
AUT,1977,0.757,-0.243,26.311
AUT,1978,0.757,-0.243,26.282
AUT,1979,0.769,-0.23099999999999998,26.302
AUT,1980,0.814,-0.18600000000000005,26.302
AUT,1981,0.814,-0.18600000000000005,26.323
AUT,1982,0.814,-0.18600000000000005,26.34
AUT,1983,0.811,-0.18899999999999995,26.462
AUT,1984,0.811,-0.18899999999999995,26.553
AUT,1985,0.811,-0.18899999999999995,26.671
AUT,1986,0.852,-0.14800000000000002,26.744
AUT,1987,0.858,-0.14200000000000002,26.868
AUT,1988,0.858,-0.14200000000000002,26.925
AUT,1989,0.858,-0.14200000000000002,27.052
AUT,1990,0.89,-0.10999999999999999,27.175
AUT,1991,0.89,-0.10999999999999999,27.191
AUT,1992,0.89,-0.10999999999999999,27.238
AUT,1993,0.89,-0.10999999999999999,27.305
AUT,1994,0.897,-0.10299999999999998,27.482
AUT,1995,0.91,-0.08999999999999997,27.659
AUT,1996,0.915,-0.08499999999999996,27.81
AUT,1997,0.916,-0.08399999999999996,27.939
AUT,1998,0.921,-0.07899999999999996,28.04
AUT,1999,0.922,-0.07799999999999996,28.149
AUT,2000,0.922,-0.07799999999999996,28.232
AUT,2001,0.922,-0.07799999999999996,28.393
AUT,2002,0.931,-0.06899999999999995,28.562
AUT,2003,0.931,-0.06899999999999995,28.75
AUT,2004,0.931,-0.06899999999999995,28.843
AUT,2005,0.931,-0.06899999999999995,29.008
AUT,2006,0.929,-0.07099999999999995,29.175
AUT,2007,0.93,-0.06999999999999995,29.333
AUT,2008,0.922,-0.07799999999999996,29.46
AUT,2009,0.924,-0.07599999999999996,29.639
AUT,2010,0.923,-0.07699999999999996,29.794
AUT,2011,0.923,-0.07699999999999996,29.988
AUT,2012,0.923,-0.07699999999999996,30.132
AUT,2013,0.937,-0.06299999999999994,30.279
AUT,2014,0.934,-0.06599999999999995,30.38
AUT,2015,0.934,-0.06599999999999995,30.515
AUT,2016,0.934,-0.06599999999999995,30.603
AUT,2017,0.939,-0.061000000000000054,30.7
AUT,2018,0.928,-0.07199999999999995,30.831
AUT,2019,0.924,-0.07599999999999996,30.963
AUT,2020,0.931,-0.06899999999999995,31.007
AUT,2021,0.931,-0.06899999999999995,31.151
AUT,2022,0.917,-0.08299999999999996,31.156
AUT,2023,0.928,-0.07199999999999995,31.167
AZE,1950,0.347,-0.653,30.443
AZE,1951,0.347,-0.653,30.431
AZE,1952,0.347,-0.653,30.416
AZE,1953,0.358,-0.642,30.402
AZE,1954,0.426,-0.5740000000000001,30.386
AZE,1955,0.43,-0.5700000000000001,30.37
AZE,1956,0.445,-0.5549999999999999,30.353
AZE,1957,0.446,-0.554,30.335
AZE,1958,0.454,-0.546,30.316
AZE,1959,0.454,-0.546,30.297
AZE,1960,0.462,-0.538,30.258
AZE,1961,0.462,-0.538,30.26
AZE,1962,0.468,-0.532,30.237
AZE,1963,0.468,-0.532,30.102
AZE,1964,0.468,-0.532,30.068
AZE,1965,0.48,-0.52,29.971
AZE,1966,0.485,-0.515,29.85
AZE,1967,0.491,-0.509,29.8
AZE,1968,0.487,-0.513,29.786
AZE,1969,0.478,-0.522,29.751
AZE,1970,0.482,-0.518,29.668
AZE,1971,0.481,-0.519,29.591
AZE,1972,0.477,-0.523,29.537
AZE,1973,0.481,-0.519,29.427
AZE,1974,0.488,-0.512,29.292
AZE,1975,0.484,-0.516,29.213
AZE,1976,0.485,-0.515,29.136
AZE,1977,0.478,-0.522,29.005
AZE,1978,0.478,-0.522,28.882
AZE,1979,0.482,-0.518,28.682
AZE,1980,0.482,-0.518,28.468
AZE,1981,0.482,-0.518,28.28
AZE,1982,0.482,-0.518,28.143
