code,entity,n_years,year_start,year_end,S_floor,S_ceil,k,t_mid,v,R2
TJK,Tajikistan,74,1950,2023,-0.791765300438303,-0.5435138124088479,0.4293796522021163,1954.57097068157,10.673385710483714,0.879255215572746
TKM,Turkmenistan,74,1950,2023,-0.7517116687552443,-0.5852411254951634,0.6641554566850627,1951.84531475351,8.149773518987327,0.5929374694727394
TLS,East Timor,72,1950,2023,-0.9033034666076112,-0.2452977181367626,0.9225631288043628,2001.944650582224,5.811201426616437,0.9740876230486152
TTO,Trinidad and Tobago,62,1962,2023,-1.3296731432228697,-0.1058452239427197,0.1970129725191731,1984.0408588686807,19.99999999998348,0.9914276365819968
TUN,Tunisia,74,1950,2023,-0.9118939055316836,-0.1233176608118896,0.0412248038774247,1967.6020455689925,0.0050000000000005,0.973068547045875
TUR,Turkey,74,1950,2023,-0.9311226899283768,-0.4125651494348228,0.0367134791245504,1922.0772932435832,0.0050000000000103,0.9743219713400454
TWN,Taiwan,74,1950,2023,-0.9477811001270212,-0.1043757582507799,0.30218660872999,1994.762764211428,12.029434381830749,0.991402781146982
TZA,Tanzania,59,1965,2023,-0.8859482553102331,-0.0734999952128301,0.0304926774025783,1951.656310564858,0.0050000000000047,0.9869672463390904
UGA,Uganda,74,1950,2023,-0.8376859837311105,-0.2182196759973994,0.5772001711228691,1992.8829815038484,11.484432126615449,0.9636294174700956
UKR,Ukraine,74,1950,2023,-0.620901860750495,-0.1487126350635376,0.2584518809011562,1995.0377425892664,4.197965757603106,0.9500560451258584
URY,Uruguay,74,1950,2023,-1.2714900639512947,-0.027454103790752,0.1130033595496662,2001.3617731713407,19.99999999999681,0.8355442431521457
USA,United States,74,1950,2023,-0.7427034201679508,-0.1072477222141739,0.2251306005828001,1978.767446274164,7.46666086911403,0.9928296916429614
UZB,Uzbekistan,74,1950,2023,-0.9390729200192646,-0.4939248544286763,0.0552197969019219,1927.749563081064,0.005,0.9534254893627482
VEN,Venezuela,74,1950,2023,-0.8866967201412288,-0.2068324697206681,0.1906050513873513,1964.971792347468,5.38069430712,0.9649568259358388
VNM,Vietnam,48,1976,2023,-0.4577835832615633,-0.2590441716924637,0.1394850709565611,1993.4846317058157,0.0050000000000011,0.962764900730268
VUT,Vanuatu,74,1950,2023,-0.5096525716186309,-0.3337970961415847,1.730772306844471,1979.532916807224,0.005,0.9814460705553216
YEM,Yemen,33,1991,2023,-0.9809971097022496,-0.7787645295243972,0.2987876428710158,1931.955057542544,19.999999963349048,0.8795012673707234
ZAF,South Africa,74,1950,2023,-0.817215847523605,-0.1319782839823522,2.0,1993.2460465978536,0.0050000000035365,0.9862115356417804
ZMB,Zambia,74,1950,2023,-0.8644286717375731,-0.2218836118024919,0.0607299623491829,1969.8724041277253,0.005,0.975783022410916
