code,entity,year_start,year_end,n_years,S_now,S_range,log_R2,log_floor,log_ceil,log_k,log_tmid,ric_R2,ric_floor,ric_ceil,ric_k,ric_tmid,ric_v,dR2,status
BFA,Burkina Faso,1919,2025,92,-0.398,0.527,0.8643468038282341,-0.7543065987307374,-0.2406617942640894,0.057604230811012215,1970.6775982022104,0.8922698186814565,-0.857726303044614,-0.2724429686059974,0.37134928651456456,1991.9805535289152,19.999997616421922,0.02792301485322235,ok
BGD,Bangladesh,1789,2025,220,-0.46299999999999997,0.566,0.9606744844743651,-0.799435084648884,-0.3373677814354748,0.1316484067464356,1967.9919231797533,0.9647736952905869,-0.81177507517084,-0.3419751809857566,0.23465535721524564,1975.1613312086133,5.189293419791224,0.004099210816221777,ok
BGR,Bulgaria,1789,2025,214,-0.09299999999999997,0.874,0.9585876853953043,-1.0395383526818496,-2.580314911415212e-15,0.021773049381762204,1929.0449922267373,0.9603983676279135,-0.9636418480665,-3.790797693194563e-20,0.016767689039716153,1910.990549599843,0.005000000000235641,0.001810682232609273,ok
BHR,Bahrain,1900,2025,126,-0.43200000000000005,0.478,0.9362117427371959,-0.9869648968630506,-6.924401405562222e-13,0.01855971479694428,2027.391249162412,0.9421657434157961,-1.0678954241187544,-2.1790755153016417e-08,0.18574694424607138,2070.233651065859,18.413848236788308,0.005954000678600191,ok
BIH,Bosnia and Herzegovina,1789,2025,195,-0.17900000000000005,0.7949999999999999,0.9684443660406092,-0.9519060735850088,-0.08076250425194996,0.03208396088966901,1960.444623395349,0.9684618430276036,-0.9493209333825624,-0.06525794047123759,0.029916645387912066,1959.7348252853126,0.8458567647815152,1.7476986994391375e-05,ok
BLR,Belarus,1795,2025,219,-0.34299999999999997,0.71,0.9565277712328298,-0.8319665855280342,-1.448167324965827e-15,0.034827106696188784,1982.207740782673,0.9697970334138452,-0.8561955556304739,-0.18530196991216472,0.20738528376930013,1992.8448522716833,10.072036440853228,0.013269262181015318,ok
BOL,Bolivia,1825,2025,127,-0.16000000000000003,0.768,0.9714433357288863,-0.9360424273120912,-0.08014264824130214,0.059917614865011834,1989.3723176892456,0.973933523257102,-0.9560780013347366,-0.20326042836287364,0.1512258000994892,1993.4155610725875,3.9708330512080603,0.002490187528215726,ok
BRA,Brazil,1789,2025,161,-0.18200000000000005,0.725,0.9296551834662473,-0.8770237667913926,-1.6736923221828745e-21,0.03125556567451941,1979.6272580105222,0.9493824686065971,-0.9023908971355433,-0.18108060639190096,0.18109271584111516,1993.0119965409665,9.99806174093327,0.019727285140349826,ok
BRB,Barbados,1900,2025,111,-0.10499999999999998,0.499,0.9915717691390649,-0.6138560707351154,-0.1398689240301873,0.1174415766932191,1958.2435270125518,0.9943214741507317,-0.6064140485984812,-0.13257070916917046,0.08086948196695722,1952.4897833213613,0.005000000000001572,0.0027497050116668253,ok
BTN,Bhutan,1900,2025,126,-0.32499999999999996,0.546,0.9711839547456511,-0.7483731087795794,-0.0444902550588508,0.04074347750467166,1996.9373532903608,0.9713172671869018,-0.7373102977689184,-1.9413091670847915e-17,0.03233772947558257,1995.1779100299923,0.523477670446885,0.0001333124412506992,ok
BWA,Botswana,1900,2025,126,-0.30100000000000005,0.629,0.9681967912425169,-0.8857337971005053,-0.28191039743469226,0.10698782229378533,1972.6966857106122,0.9742655787805344,-0.8752303884602681,-0.2680884205651881,0.07610117770031674,1967.7457175999318,0.005000000000000005,0.006068787538017539,ok
CAF,Central African Republic,1920,2025,104,-0.44399999999999995,0.592,0.9835744408797455,-1.0062686936075,-0.4001071557314538,0.07267887140776179,1971.2059685120748,0.9871222891887793,-0.9744428762909555,-0.3786320559651416,0.05172340592506759,1965.7117379902827,0.00500000000000455,0.003547848309033763,ok
CAN,Canada,1900,2025,126,-0.128,0.538,0.9843611775429101,-0.7136914538629459,-0.06556018793810632,0.04471406921333077,1946.737803609104,0.9890644642977829,-1.1319999999999992,-0.10374795229980302,0.1738027381099513,1969.0256786752027,19.999999999998106,0.00470328675487286,ok
CHE,Switzerland,1803,2025,171,-0.06999999999999995,0.472,0.9683142047183602,-0.4963132204652323,-0.07786979435704024,0.18301380301219747,1972.318547870584,0.968864603623885,-0.4930642033021016,-0.0742098096504179,0.13949587634975522,1969.5798460811307,0.005000000000050354,0.0005503989055248848,ok
CHL,Chile,1789,2025,143,-0.08699999999999997,0.8500000000000001,0.8729883345557494,-0.7717856010496973,-0.14976832423819525,0.3348375364109954,1992.54864664827,0.8775703401014017,-0.7705728015240044,-0.1427148202277776,0.23378831835006794,1990.674334863988,0.005000000000000001,0.004582005545652246,ok
CHN,China,1789,2025,237,-0.41300000000000003,0.537,0.9841454666034828,-0.9016920921047571,-0.3787407536874866,0.06302463540918282,1953.7213006233726,0.9841458922258567,-0.9017746854301001,-0.3791338956754755,0.06349705970500565,1953.8219140639524,1.0183554182606565,4.256223739007581e-07,ok
CIV,Cote d'Ivoire,1900,2025,126,-0.30400000000000005,0.617,0.9525829271249802,-0.9305899713708867,-0.30975550304502236,0.07034979369783638,1975.0409435771078,0.9601987749876623,-0.9131030393027807,-0.2856845694819384,0.04871998803173176,1968.195776957799,0.005000000000000006,0.007615847862682101,ok
CMR,Cameroon,1961,2025,65,-0.24,0.4840000000000001,0.9767743140297017,-0.7332483891988949,-0.19467565173828474,0.09779107376495942,1990.628009250371,0.977670078482314,-0.6942415742738433,-0.1710489892823461,0.06964981993252962,1987.3827124777154,0.005000000000000065,0.0008957644526123021,ok
COD,Democratic Republic of Congo,1900,2025,126,-0.44999999999999996,0.5349999999999999,0.9722781228815872,-1.0318248437761737,-0.1418874953883796,0.02813908612325996,2000.6537383030598,0.972513729987426,-0.9954223517654974,-2.449739893627548e-18,0.01845816662899115,1999.4783266962643,0.21173266761503148,0.00023560710583880873,ok
COG,Congo,1903,2025,123,-0.534,0.32299999999999995,0.874731315693609,-0.8939840187373734,-3.2274091595218827e-21,0.02483947363440247,2050.466640052712,0.8834268925567518,-1.0424665617078395,-1.9187196729157614e-11,0.2066291718509108,2091.005125661531,19.999999999996046,0.008695576863142818,ok
COL,Colombia,1789,2025,158,-0.22299999999999998,0.685,0.9536618412253723,-0.843905278532168,-4.0484036644310084e-14,0.033848885411365603,1986.6539713726875,0.9614940149461023,-0.859453826991403,-0.20812594938802806,0.16696310312301532,1993.4652707240277,7.927770021511422,0.007832173720729974,ok
COM,Comoros,1900,2025,94,-0.44399999999999995,0.45699999999999996,0.915938630801327,-0.8873997330723471,-0.48155049418971124,0.0890429010983616,1978.1474369604623,0.9162860909908321,-0.8830679178018787,-0.4740749746918937,0.07651856532580475,1976.6254565529164,0.5911460133890744,0.00034746018950515545,ok
CPV,Cape Verde,1900,2025,126,-0.14500000000000002,0.709,0.980570635132059,-0.8547179383268582,-0.21617432610102424,0.18048307974874025,1979.7794882611806,0.9856668681738259,-0.8493503781533719,-0.20446198733578452,0.126986697541293,1976.7669850899408,0.005000000000000001,0.005096233041766873,ok
CRI,Costa Rica,1900,2025,126,-0.09299999999999997,0.575,0.9632947756614633,-0.647929679619261,-0.036770489061963466,0.06432730810524608,1967.6581372794371,0.9657339170018959,-0.6265075438752319,-0.009583496833086994,0.043467972126384626,1960.519586060959,0.0050000000000488065,0.00243914134043266,ok
CUB,Cuba,1789,2025,233,-0.29000000000000004,0.602,0.9487301020236997,-0.8945733381486277,-0.22411578664577614,0.02649037004787678,1948.8643954092158,0.9532155696942914,-0.8705999754811682,-0.14592172187634328,0.016221694400585532,1937.0044329365335,0.005000000000653748,0.0044854676705917695,ok
CYP,Cyprus,1900,2025,126,-0.14400000000000002,0.701,0.9867459160990281,-0.8443155227084458,-0.14534290404218425,0.08228351093486999,1975.2555597635073,0.9892498564756995,-0.8288772712575336,-0.1109691422052463,0.054482544902804665,1969.4319571897847,0.005000000000000003,0.002503940376671454,ok
CZE,Czechia,1789,2025,177,-0.06999999999999995,0.759,0.8457995511370713,-0.8243390677314735,-2.7916552993804304e-16,0.02598131496831461,1959.6118068224437,0.8678021534499711,-0.9677556368842574,-0.057133347096721514,0.18821029997786964,2000.6154517286739,19.99999999986339,0.022002602312899855,ok
DEU,Germany,1789,2025,139,-0.05800000000000005,0.8999999999999999,0.8830521396434663,-0.9396598846397978,-7.546904498308583e-18,0.036144733606837315,1949.4300510776714,0.9021699321627931,-1.030883980089679,-0.03656718446514173,0.1958169769657084,1985.78764304171,14.32233664470896,0.01911779251932677,ok
DJI,Djibouti,1900,2025,126,-0.41600000000000004,0.5399999999999999,0.9786801994618218,-0.9302648569822873,-0.4032054152414563,0.11124479461011036,1994.7831170323536,0.9807109218040979,-0.9271255822300668,-0.3396934875730851,0.0620505177741895,1990.922663460355,0.005000000001438151,0.002030722342276081,ok
DNK,Denmark,1789,2025,185,-0.04600000000000004,0.701,0.9822420714711645,-0.7467592669424975,-0.04657682294199623,0.054039584254709214,1913.3867004166648,0.983536154875377,-0.7403611769939585,-0.03900317009015874,0.042861527357960665,1905.3116833363213,0.005000000004427547,0.0012940834042125537,ok
DOM,Dominican Republic,1789,2025,160,-0.17500000000000004,0.72,0.9592735993085746,-0.8410096535082955,-4.9147523008442145e-16,0.0360777354002714,1981.9724911818603,0.9695289771961946,-0.8672357643409945,-0.17294257904850946,0.1631789085201262,1991.8969660870105,8.018794436472136,0.010255377887619987,ok
DZA,Algeria,1900,2025,126,-0.375,0.7130000000000001,0.9496161080080778,-0.9516816186463029,-0.20646588294323942,0.056133408336181065,1987.4529690623272,0.9530524312982346,-0.9330648596369681,-0.1055738603449964,0.032769081575486955,1981.7092068822506,0.005000000000103986,0.003436323290156751,ok
ECU,Ecuador,1900,2025,126,-0.20999999999999996,0.691,0.984420979375832,-0.8144082511955925,-0.12408056446531787,0.0952362539726288,1987.631029808679,0.9845306277789827,-0.8185735410985926,-0.13489222780665353,0.11145339655386237,1989.1121369366467,1.4589501707565036,0.00010964840315075275,ok
EGY,Egypt,1789,2025,205,-0.45299999999999996,0.43499999999999994,0.9232041670098956,-0.8942213239939467,-1.1737692892127463e-21,0.014267421698919383,2057.3931119819813,0.9241842291533596,-0.9270350720824584,-1.0128377915669853e-10,0.115585582540465,2098.103214015138,12.464641521018688,0.0009800621434640222,ok
ERI,Eritrea,1900,2025,126,-0.849,0.25,0.25039090813576703,-0.8625583658556734,-0.7949315116377083,1.9999999999999998,1940.1585683885492,0.25086257225267683,-0.8624029598686959,-0.7949263402547895,1.9999999999999998,1939.9813228881674,0.005000000014120276,0.0004716641169097979,ok
ESP,Spain,1789,2025,149,-0.05700000000000005,0.829,0.9763432012121708,-0.8076976973368628,-0.08211886641129659,0.45484491996984183,1978.1089303619767,0.9774026869256182,-0.8057758458090701,-0.07751036920336676,0.3186682816056789,1976.8734786834723,0.005000000000000008,0.0010594857134473834,ok
EST,Estonia,1789,2025,230,-0.05900000000000005,0.7969999999999999,0.8362501135001101,-0.8571997925998562,-1.3904500408132796e-16,0.02708773540023063,1963.3357517206189,0.8628012788727869,-0.9609103764726646,-0.008692052408184376,0.18831224596078422,2005.5560757820915,16.591901254021874,0.026551165372676766,ok
ETH,Ethiopia,1789,2025,237,-0.30900000000000005,0.654,0.9817981786384473,-0.8668847104818015,-0.2825644198985419,0.14454317573144576,1996.210360324401,0.982842717839671,-0.8647114469941681,-0.2540662316452908,0.09616605898119346,1992.683168450384,0.0050000028291750315,0.0010445392012237154,ok
FIN,Finland,1900,2025,126,-0.06799999999999995,0.4909999999999999,0.9712457683698718,-0.6259409358272907,-0.03971012408805403,0.04548059607208367,1931.2350887790624,0.9726814854362142,-1.0449999999999828,-0.05189993866013576,0.06774332024588824,1935.1777491297632,6.866968170345408,0.00143571706634249,ok
FJI,Fiji,1900,2025,124,-0.356,0.396,0.9016078702126824,-0.6932837456352181,-0.4078846844911652,0.16230002488053846,1973.589430025109,0.9091572717425557,-0.6905166990115319,-0.395636793094932,0.0993284561363884,1970.6845299060474,0.005000000000000001,0.0075494015298732675,ok
FRA,France,1851,2025,127,-0.07099999999999995,0.57,0.8921342353992356,-0.5409008337073938,-0.09722133966470031,0.0862399636289344,1951.9062110177708,0.9022491901157078,-0.5154042594374972,-0.10396781055442124,0.08336652319174102,1947.246194959673,0.005000000000000001,0.010114954716472169,ok
GAB,Gabon,1910,2025,116,-0.20199999999999996,0.7490000000000001,0.9816772005242476,-0.973664930864216,-0.13651695632796382,0.05693952930299788,1983.442011959005,0.9829835241489753,-0.9469357426422202,-0.016341383516472806,0.03299702740228896,1978.5416409290488,0.005000000000005184,0.0013063236247277121,ok
GBR,United Kingdom,1900,2025,126,-0.16200000000000003,0.5640000000000001,0.9785557145841262,-0.6924520332212312,-0.05294030768551708,0.042957071464502616,1957.5322394098428,0.9793791761731477,-0.8136111954608164,-0.0868988013054849,0.07120784254831801,1964.8395594096091,4.009083507504325,0.0008234615890215791,ok
GEO,Georgia,1801,2025,213,-0.18400000000000005,0.745,0.973297183416368,-0.827395948685973,-1.728522276031148e-21,0.036306209179096396,1982.9083646397578,0.9810500774490393,-0.8646558690299805,-0.12845954447769653,0.18531502021447743,1999.9260615398387,10.059841989648948,0.00775289403267132,ok
GHA,Ghana,1902,2025,124,-0.23299999999999998,0.539,0.9197827607920432,-0.7408634633606133,-0.08966762382422933,0.056714862670558606,1986.4953386993425,0.9351314111954191,-0.7964234648147909,-0.2004504986156102,0.465875293789047,1997.3506618017923,16.27713446697906,0.015348650403375852,ok
GIN,Guinea,1900,2025,126,-0.46799999999999997,0.45600000000000007,0.8399067243340184,-0.9376812401827662,-0.5466664962535018,0.054611946663845404,1970.036287042735,0.8518299850261661,-0.9128714849496332,-0.5641604241246381,0.05077610155595466,1961.1589534748953,0.005000000000000001,0.011923260692147775,ok
GMB,Gambia,1900,2025,126,-0.18700000000000006,0.6869999999999999,0.9222753551459193,-0.8957075536518639,-0.25875370668706693,0.05332815287854716,1982.0616994917546,0.932014367320209,-0.8685774632875594,-0.24805855171572078,0.039331078598059614,1973.4051707128297,0.005000000000000001,0.00973901217428974,ok
GNB,Guinea-Bissau,1900,2025,126,-0.498,0.6689999999999999,0.9670919352139518,-0.9635626912674679,-0.3855131869005931,0.19972884976756522,1976.05829838687,0.971999790242043,-0.9588116948444739,-0.37313143434037355,0.13465292193101955,1973.4629264658627,0.005000000000000001,0.0049078550280912125,ok
GNQ,Equatorial Guinea,1900,2025,126,-0.5509999999999999,0.45299999999999996,0.9722631188188214,-0.9606663308229357,-0.5701616577615952,0.1278280398375309,1979.97683763705,0.9724633282033014,-0.9592939538732184,-0.562016224264595,0.10386584521115481,1978.69361165327,0.5724426794881634,0.00020020938447995462,ok
GRC,Greece,1789,2025,169,-0.10399999999999998,0.877,0.9348659339991575,-0.8850964381939551,-4.4745951852907064e-23,0.04070507403098542,1961.3552590328752,0.9530519139176399,-0.9301848870467294,-0.07780698359937079,0.17447657393241595,1981.2149681017406,9.235814849769742,0.018185979918482365,ok
GTM,Guatemala,1789,2025,161,-0.278,0.688,0.9459512855142981,-0.9138483017826664,-0.29702757295246535,0.14520139437411567,1992.9097144708176,0.9485703180540104,-0.9235310198317408,-0.31829279799275034,0.2674042393042771,1997.0488953226013,3.65298129108793,0.002619032539712296,ok
GUY,Guyana,1900,2025,116,-0.18999999999999995,0.4650000000000001,0.9718951845246193,-0.5649978010372322,-0.16194161857990375,0.09229790334950945,1968.4739073417732,0.9758875156171632,-0.5546280906072505,-0.15113929291980857,0.06545467041460376,1963.0745048100773,0.005000000000000191,0.003992331092543933,ok
HKG,Hong Kong,1900,2025,126,-0.19899999999999995,0.4730000000000001,0.9655177335879042,-0.5177620790799182,-0.10441299825113198,0.10761326966271917,1970.0695837367364,0.9719396399017307,-0.5406879687500762,-0.11352803570636985,0.3785321642134297,1980.4229181869432,8.258740373530035,0.006421906313826553,ok
HND,Honduras,1838,2025,127,-0.21099999999999997,0.685,0.9508367505570912,-0.8793958633480117,-0.16229885069509928,0.061660472970215624,1986.1113622115263,0.9549233492481062,-0.8973850777421996,-0.2651235729628256,0.19845105332993965,1991.7656660992136,5.22155627613162,0.00408659869101502,ok
HRV,Croatia,1941,2025,85,-0.08699999999999997,0.7240000000000001,0.9201056592687304,-1.3059999993680904,-2.180284341953121e-28,0.033259814527459665,1945.9886327021864,0.9209541587232049,-1.3059999999999998,-4.645111267193541e-44,0.043887620448877576,1961.941814590744,2.8398835754862204,0.0008484994544744051,ok
HTI,Haiti,1789,2025,198,-0.597,0.44099999999999995,0.7356337749600813,-0.8198174786590174,-5.971493862206111e-13,0.024889506417071595,2040.959021693261,0.7948093761641337,-0.7871220456500613,-0.5258151687755214,0.6689274585615025,1992.2876588235458,5.770004334268248,0.05917560120405241,ok
HUN,Hungary,1789,2025,185,-0.18200000000000005,0.806,0.9198815511421354,-0.8528064760956108,-7.50755468289035e-24,0.03208717854934507,1969.6086378895618,0.9400798256459275,-0.901496646008343,-0.12431047794243377,0.1689978648828908,1990.155878838394,11.058124302675644,0.02019827450379208,ok
IDN,Indonesia,1800,2025,226,-0.274,0.6759999999999999,0.949981696150674,-0.952524383381942,-0.015387301720241022,0.03920299464424621,1994.009045964437,0.9504499801925355,-0.9473260018231475,-3.689099031453921e-32,0.030529710797028778,1988.0667843116696,0.4761474268432198,0.00046828404186149974,ok
IND,India,1789,2025,237,-0.34199999999999997,0.509,0.9592630107980221,-0.8162816854474702,-0.32172298602157307,0.055422854462911175,1958.334313270389,0.9598673992960419,-0.8231289586434034,-0.3306196650386013,0.06859184023853347,1962.5082637341543,1.8025112942595378,0.0006043884980198033,ok
IRL,Ireland,1900,2025,126,-0.07299999999999995,0.562,0.9595054592905381,-0.6767942824328997,-7.84225638636953e-20,0.03446111357799891,1965.9940813172268,0.9700011637223748,-0.9882123561833468,-0.08048723771485762,0.17125739825846306,1989.5264399421212,19.999999999999993,0.010495704431836672,ok
IRN,Iran,1789,2025,237,-0.6799999999999999,0.29999999999999993,0.9132721749200362,-0.9479271962988566,-0.6995244146418589,0.07828705006130986,1953.2032070113962,0.9157709761883038,-0.9467380974086088,-0.67854298685899,0.04319529160367273,1947.0169590470462,0.0050000000000072825,0.0024988012682676253,ok
IRQ,Iraq,1789,2025,235,-0.44499999999999995,0.5409999999999999,0.8949611698485658,-0.9451073325606706,-3.661863040603598e-16,0.020787439992277192,2026.1799125893574,0.9104655160783439,-0.9574003591013875,-0.0021389190128088074,0.12546845632000456,2048.3829275172657,8.329325087738617,0.015504346229778143,ok
ISL,Iceland,1900,2025,103,-0.11699999999999999,0.45600000000000007,0.9534790444558789,-0.5006105466268869,-0.0280069334678499,0.05331069269581539,1971.584298652897,0.9705755725839214,-0.5662485251963695,-0.08071119386090764,0.35872761814758813,1988.3444037325944,17.229158021323645,0.01709652812804241,ok
ISR,Israel,1789,2025,207,-0.138,0.832,0.995094976076087,-0.9335750237901187,-0.14076027225234708,0.06995590848675928,1938.401099667202,0.9952363343995305,-0.9295833011554865,-0.1332004982935091,0.0588313165352428,1934.6843314673756,0.5290403441213766,0.00014135832344353005,ok
ITA,Italy,1815,2025,159,-0.07099999999999995,0.866,0.9728305029774591,-0.9093609234443151,-0.028913368790292042,0.054412492691831404,1958.9598594681765,0.9759641387406575,-0.9341886158091023,-0.07674521297774915,0.10271365736621972,1967.2274605915434,3.3556764870673748,0.0031336357631983613,ok
JAM,Jamaica,1900,2025,104,-0.07099999999999995,0.5409999999999999,0.9937505747220455,-0.5914145574708206,-0.10574905523026289,0.13482092859019124,1967.9539858763476,0.9937858399000751,-0.593236189087812,-0.10743492275875072,0.1477662253209418,1968.8141401769778,1.327466982312264,3.52651780295421e-05,ok
JOR,Jordan,1922,2025,104,-0.33099999999999996,0.496,0.9868304124093517,-0.8199160697606999,-0.3668482004103078,0.11509543130665359,1987.2465035796017,0.9870290127449928,-0.8163497140726903,-0.35997783040912695,0.0994683689179396,1985.9414742156575,0.6009990629322695,0.00019860033564111923,ok
JPN,Japan,1789,2025,227,-0.15600000000000003,0.7959999999999999,0.9627199414974741,-0.949536059973474,-0.15061123480723096,0.039178516348666224,1944.6132079573083,0.9652318854564639,-0.9683603340584939,-0.21436844973140876,0.07729883301466951,1952.4719140617276,3.133158671243392,0.002511943958989793,ok
KAZ,Kazakhstan,1789,2025,225,-0.31799999999999995,0.648,0.9705032554500226,-0.8380685365094691,-1.48970144406717e-13,0.03162722073215851,1983.5799729845714,0.9783848197730416,-0.8624167458887766,-0.21686530749127364,0.2011390377412986,1992.016516925231,10.499972973849493,0.007881564323019008,ok
KEN,Kenya,1900,2025,126,-0.19599999999999995,0.761,0.9792024135942453,-0.9746909420742055,-0.13561981166666293,0.06609775848853894,1989.3112886731888,0.9822037667174364,-0.9610028192224966,-9.703114718270553e-14,0.03652536793824193,1984.6816293784439,0.005000000000000001,0.003001353123191053,ok
KGZ,Kyrgyzstan,1876,2025,138,-0.267,0.5850000000000001,0.9617589198144442,-0.8130529215717265,-1.7771458472818954e-26,0.030194343338322906,1992.0296322279853,0.9654759176076327,-0.9039104736428368,-0.22852079666491526,0.2777417008912423,2004.5746690857288,19.99999999786437,0.00371699779318857,ok
KHM,Cambodia,1900,2025,126,-0.46599999999999997,0.474,0.8810327995485874,-0.8886162455415705,-0.3039156269838671,0.04619804307581813,1988.6295716728353,0.8982207390023966,-0.9592612199328482,-0.4306697804140887,0.4366384403049294,1999.878504401288,19.999999999999936,0.017187939453809253,ok
KOR,South Korea,1789,2025,237,-0.122,0.838,0.9760847260796434,-0.9636674035208094,-3.1892161531176233e-16,0.04088076979839011,1971.7091388592512,0.9761081520155992,-0.9654946364514075,-4.845525162875901e-20,0.042433761940492774,1972.9045461693047,1.1141258631852915,2.34259359558342e-05,ok
KWT,Kuwait,1789,2025,237,-0.643,0.279,0.9637110286315465,-0.8722967753551104,-0.6078355870498104,0.06040181099622277,1977.5095765468438,0.9694578596828569,-0.8702183295201181,-0.5832816871387453,0.03682203197448229,1969.9618245072636,0.0050000000000001935,0.005746831051310464,ok
LAO,Laos,1789,2025,230,-0.492,0.41700000000000004,0.9434553824648483,-0.8567131146018597,-0.46149261779957323,0.07646577430083494,1994.9293543240406,0.9435813462465212,-0.8567825280439704,-0.4929570579005055,0.11194047973812327,1995.7409399189528,1.7377961879263248,0.0001259637816729553,ok
LBN,Lebanon,1918,2025,108,-0.392,0.244,0.8859779495139607,-0.8158557205452118,-9.89164560388619e-05,0.011019286235414018,2036.1980666630727,0.8887420587639,-0.900890720194148,-6.649575050402576e-11,0.10710972831343586,2113.503322471286,19.317600424479807,0.002764109249939306,ok
LBR,Liberia,1821,2025,152,-0.17700000000000005,0.603,0.9478229058925927,-0.7236215875388371,-0.04370034353269268,0.08349263611233704,1998.812189862758,0.9619434714492628,-0.7378792361032799,-0.15520652608317836,0.4723287580831388,2004.73136660279,9.232921069523401,0.014120565556670184,ok
LBY,Libya,1911,2025,106,-0.5880000000000001,0.381,0.8453619936443639,-0.9280472794154326,-1.7264048366326785e-31,0.04492992401283431,2037.4350387011482,0.8566255408451726,-0.9369311863374564,-6.408194426037768e-06,0.23870051652763258,2044.6048946600454,6.93936462989093,0.011263547200808688,ok
LKA,Sri Lanka,1900,2025,126,-0.258,0.404,0.9054292446419783,-0.6698959609530682,-0.3226041967707423,0.04958598359821578,1950.775951521166,0.9107976595237771,-0.6314149259721318,-0.315528871352593,0.03981416805231102,1946.4635383800953,0.005000000000000001,0.005368414881798844,ok
LSO,Lesotho,1900,2025,126,-0.19099999999999995,0.601,0.9716631766708936,-0.7934930942600804,-0.05291649923034067,0.045832935799826766,1986.3582559075526,0.9762785833232477,-0.8918262262892234,-0.1971510694254993,0.3940128844123778,2000.4293407544437,19.999999999999996,0.004615406652354048,ok
